device, machine_learning_method, sample_file, filter_type, peak_detection_method, loading_time, filtering_time, peak_detection_time, segmentation_time, feature_extraction_time, machine_learning_time
oldpc, 1, 1, 1, 1, 89.1258716583252, 9.395360946655273, 20.064592361450195, 0.48732757568359375, 15.371084213256836, 1.0869503021240234
oldpc, 1, 2, 1, 1, 22.3386287689209, 6.020545959472656, 21.26002311706543, 0.4515647888183594, 15.403985977172852, 0.9596347808837891
oldpc, 1, 3, 1, 1, 23.032188415527344, 5.79524040222168, 18.369674682617188, 0.4830360412597656, 16.32094383239746, 0.9510517120361328
oldpc, 1, 4, 1, 1, 21.69060707092285, 5.526065826416016, 22.16792106628418, 0.4706382751464844, 17.108678817749023, 1.0018348693847656
oldpc, 1, 5, 1, 1, 23.145198822021484, 6.029844284057617, 20.417451858520508, 0.3943443298339844, 11.656045913696289, 0.9620189666748047
oldpc, 1, 6, 1, 1, 21.700620651245117, 5.144596099853516, 21.763324737548828, 0.45299530029296875, 19.306421279907227, 0.9448528289794922
oldpc, 1, 7, 1, 1, 22.397756576538086, 5.976200103759766, 19.8824405670166, 0.47850608825683594, 21.112918853759766, 0.9524822235107422
oldpc, 1, 8, 1, 1, 21.43406867980957, 6.0329437255859375, 20.248889923095703, 0.4761219024658203, 15.967607498168945, 0.9846687316894531
oldpc, 1, 9, 1, 1, 24.557828903198242, 6.035327911376953, 17.353296279907227, 0.43392181396484375, 13.456106185913086, 0.8563995361328125
oldpc, 1, 10, 1, 1, 23.02861213684082, 6.129026412963867, 23.44369888305664, 0.5240440368652344, 20.321130752563477, 0.9601116180419922
oldpc, 2, 1, 1, 1, 34.973859786987305, 6.198883056640625, 18.053531646728516, 0.45561790466308594, 13.800382614135742, 1.4662742614746094
oldpc, 2, 2, 1, 1, 32.364606857299805, 4.369974136352539, 19.60134506225586, 0.46181678771972656, 14.23025131225586, 1.4362335205078125
oldpc, 2, 3, 1, 1, 33.12945365905762, 6.278753280639648, 22.476673126220703, 0.2384185791015625, 11.24429702758789, 0.7398128509521484
oldpc, 2, 4, 1, 1, 28.90753746032715, 5.995988845825195, 22.427082061767578, 0.4673004150390625, 19.283771514892578, 1.4188289642333984
oldpc, 2, 5, 1, 1, 33.502817153930664, 6.081104278564453, 19.561767578125, 0.4456043243408203, 17.690181732177734, 1.4138221740722656
oldpc, 2, 6, 1, 1, 32.09066390991211, 6.076812744140625, 19.751548767089844, 0.4830360412597656, 16.354084014892578, 1.4238357543945312
oldpc, 2, 7, 1, 1, 34.436941146850586, 5.794048309326172, 20.073890686035156, 0.2753734588623047, 20.724058151245117, 1.371622085571289
oldpc, 2, 8, 1, 1, 31.59618377685547, 5.877494812011719, 18.514633178710938, 0.3497600555419922, 19.267559051513672, 1.4462471008300781
oldpc, 2, 9, 1, 1, 30.558109283447266, 6.348848342895508, 18.43404769897461, 0.4334449768066406, 15.096902847290039, 1.3477802276611328
oldpc, 2, 10, 1, 1, 29.797077178955078, 11.001110076904297, 18.173694610595703, 0.4925727844238281, 19.74320411682129, 1.4495849609375
oldpc, 3, 1, 1, 1, 35.87055206298828, 6.477117538452148, 18.41592788696289, 0.5102157592773438, 15.950918197631836, 3.985881805419922
oldpc, 3, 2, 1, 1, 23.06079864501953, 5.975008010864258, 18.076658248901367, 0.4475116729736328, 13.672113418579102, 3.3860206604003906
oldpc, 3, 3, 1, 1, 20.245075225830078, 6.068229675292969, 20.93362808227539, 0.47135353088378906, 16.68262481689453, 3.337860107421875
oldpc, 3, 4, 1, 1, 21.792888641357422, 5.656242370605469, 19.906044006347656, 0.4687309265136719, 17.281055450439453, 3.2720565795898438
oldpc, 3, 5, 1, 1, 20.352602005004883, 6.056547164916992, 17.5931453704834, 0.45037269592285156, 18.512725830078125, 1.7483234405517578
oldpc, 3, 6, 1, 1, 14.967918395996094, 4.454374313354492, 21.14725112915039, 0.48041343688964844, 15.888690948486328, 3.2989978790283203
oldpc, 3, 7, 1, 1, 21.32105827331543, 8.160591125488281, 19.350767135620117, 0.4811286926269531, 20.75934410095215, 3.590106964111328
oldpc, 3, 8, 1, 1, 19.58179473876953, 5.78618049621582, 18.251657485961914, 0.46253204345703125, 16.654014587402344, 3.4089088439941406
oldpc, 3, 9, 1, 1, 22.96161651611328, 5.85484504699707, 18.079519271850586, 0.4248619079589844, 14.044523239135742, 3.3440589904785156
oldpc, 3, 10, 1, 1, 24.582862854003906, 5.214929580688477, 22.272825241088867, 0.4966259002685547, 21.18229866027832, 3.6573410034179688
oldpc, 4, 1, 1, 1, 896.3406085968018, 10.856389999389648, 18.30458641052246, 0.45371055603027344, 14.65606689453125, 188.0507469177246
oldpc, 4, 2, 1, 1, 882.04026222229, 10.409116744995117, 19.42133903503418, 0.4935264587402344, 14.39666748046875, 186.29765510559082
oldpc, 4, 3, 1, 1, 811.8414878845215, 11.955499649047852, 21.19159698486328, 0.47850608825683594, 17.62557029724121, 182.0070743560791
oldpc, 4, 4, 1, 1, 807.8105449676514, 10.569334030151367, 22.98259735107422, 0.4754066467285156, 14.976263046264648, 184.373140335083
oldpc, 4, 5, 1, 1, 808.4924221038818, 10.186433792114258, 19.237279891967773, 0.5712509155273438, 14.608144760131836, 186.13791465759277
oldpc, 4, 6, 1, 1, 848.4370708465576, 12.353897094726562, 21.14415168762207, 0.46515464782714844, 20.496368408203125, 188.29607963562012
oldpc, 4, 7, 1, 1, 811.9378089904785, 10.104894638061523, 22.927284240722656, 0.5116462707519531, 17.760753631591797, 184.22889709472656
oldpc, 4, 8, 1, 1, 811.9566440582275, 10.255575180053711, 21.790742874145508, 0.5018711090087891, 17.200469970703125, 192.9302215576172
oldpc, 4, 9, 1, 1, 795.0925827026367, 10.361194610595703, 19.965171813964844, 0.44417381286621094, 14.221429824829102, 189.32271003723145
oldpc, 4, 10, 1, 1, 798.8481521606445, 11.174440383911133, 23.845195770263672, 0.5486011505126953, 21.007061004638672, 236.26017570495605
